date,XLC,XLRE,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2024-08-13,88.1245,41.85,88.65430450439453,88.2511978149414,42.37630844116211,124.5456314086914,213.29685974121097,78.69182586669922,73.6707763671875,150.6580810546875,177.63348388671875
2024-08-14,89.4874,42.0,88.65430450439453,88.76693725585938,42.894432067871094,125.0539779663086,214.4647674560547,79.0499267578125,73.6211166381836,151.19607543945312,176.68544006347656
2024-08-15,92.33,41.88,90.05803680419922,89.82817077636719,43.29298782348633,126.73851776123048,220.63368225097656,79.86559295654297,73.6111831665039,152.14256286621094,182.32379150390625
2024-08-16,92.88,41.86,90.16754913330078,89.72899627685547,43.61183166503906,126.55909729003906,221.0030212402344,80.08442687988281,73.93896484375,152.3019561767578,182.75291442871097
2024-08-19,94.2124,42.11,90.59564208984376,90.33399963378906,43.85095977783203,127.32659912109376,224.646484375,80.35299682617188,74.4256591796875,153.22850036621094,184.998291015625
2024-08-20,94.51,42.15,90.26710510253906,87.95365142822266,43.71146774291992,126.9777374267578,223.85789489746097,80.75088500976562,74.26673889160156,153.84619140625,184.82864379882812
2024-08-21,94.732,42.29,91.30248260498048,88.10242462158203,43.641719818115234,127.74524688720705,225.175537109375,81.29798126220703,74.79317474365234,154.105224609375,187.163818359375
2024-08-22,93.47,42.55,91.1133270263672,88.3305435180664,43.89081954956055,127.58576202392578,219.9948272705078,81.1786117553711,74.70377349853516,154.20484924316406,183.93048095703125
2024-08-23,95.48,43.37,92.31795501708984,89.64965057373047,44.26944732666016,128.8616180419922,223.55844116210935,81.40739440917969,74.91236114501953,154.8723602294922,187.483154296875
2024-08-26,95.3365,43.34,92.72612762451172,90.45301055908205,44.408939361572266,128.72207641601562,220.7534637451172,81.98432922363281,75.3990707397461,154.79266357421875,186.0261688232422
2024-08-27,93.44,43.45,92.736083984375,89.60997772216797,44.63810729980469,128.80181884765625,222.0910797119141,82.18327331542969,74.8031005859375,155.03176879882812,185.53717041015625
2024-08-28,92.8597,43.3,92.33786010742188,89.03472137451172,44.747711181640625,128.74200439453125,219.0265655517578,81.83512115478516,74.8031005859375,155.21109008789062,183.74087524414065
2024-08-29,93.3006,43.13,92.84559631347656,90.19514465332033,45.14626693725586,129.64906311035156,217.0501251220703,81.42729187011719,75.21034240722656,155.5398712158203,183.96041870117188
2024-08-30,93.786,43.55,93.8610610961914,90.53235626220705,45.57471466064453,131.03457641601562,219.93495178222656,82.0738525390625,75.7765121459961,156.61585998535156,186.7346954345703
2024-09-03,91.8833,43.65,91.73057556152344,88.28095245361328,45.23594284057617,128.1339874267578,209.8330993652344,82.65078735351562,75.66725158691406,156.3169708251953,184.1699981689453
2024-09-04,94.72,43.75,91.35226440429688,87.06102752685547,45.28575897216797,128.2635498046875,209.29405212402344,83.03872680664062,76.31287384033203,156.04798889160156,184.6490020751953
2024-09-05,94.1466,43.63,90.63545989990234,86.3865966796875,44.787567138671875,126.76841735839844,208.97463989257812,82.72042083740234,76.12415313720703,153.90597534179688,186.74468994140625
2024-09-06,93.1123,43.63,89.49057006835938,85.30552673339844,44.12995147705078,125.48258972167967,203.5543670654297,82.55131530761719,75.3990707397461,153.37794494628906,182.0244140625
2024-09-09,92.7238,44.15,90.35670471191406,85.92044067382812,44.787567138671875,127.40634155273438,206.88836669921875,83.18792724609375,76.16387939453125,154.4539337158203,184.6789398193359
2024-09-10,92.66,44.93,90.3965301513672,84.4426498413086,44.32923126220703,127.62562561035156,209.9828186035156,83.16803741455078,76.5214614868164,155.1613006591797,186.79457092285156
2024-09-11,93.65,44.81,90.61554718017578,83.65911865234375,44.11998748779297,127.85488891601562,217.14993286132812,82.39216613769531,76.75984191894531,154.7030029296875,188.6607360839844
2024-09-12,95.28,44.89,91.45182037353516,84.41289520263672,44.219627380371094,128.8416748046875,218.94671630859375,82.89945983886719,76.92869567871094,155.2609100341797,190.7863311767578
2024-09-13,96.31,45.21,92.27812957763672,84.88896179199219,44.34915542602539,130.14744567871094,220.0447540283203,83.4863510131836,78.01136779785156,155.57972717285156,192.0836639404297
2024-09-16,97.3228,45.36,93.13430786132812,85.8609390258789,44.927059173583984,130.81527709960938,219.2062530517578,83.81460571289062,78.6073226928711,156.6557159423828,191.75433349609375
2024-09-17,97.2138,45.0,93.31351470947266,87.02135467529297,45.16619491577149,131.532958984375,218.7770233154297,83.01882934570312,78.5477294921875,155.04173278808594,192.7323303222656
2024-09-18,96.8525,44.87,92.91529083251952,87.1899642944336,45.02669906616211,131.42330932617188,216.78060913085935,82.70052337646484,77.95176696777344,154.78269958496094,192.3531036376953
